name,部位,短命,ASSASSIN HONED,BALANCED,破滅,BATTLE LUST,BERSERK,吸血,BONE BREAKER,補強不可,詠唱集中,CHAOS DAMAGE,CRAFT BONUS,CRAFT EXCEPTIONAL BONUS,CURSED,CURSE REMOVAL,物理,炎,冷気,毒,エネルギー,HP変換,HP変換(物理),HP変換(炎),HP変換(冷気),HP変換(毒),HP変換(エネルギー),手持ちダメージ,ダメージ修正,回避,DEX,DURABILITY BONUS,POT強化,CR,FC,FOCUS,炎エリア,冷気エリア,毒エリア,エネルギーエリア,命中,Curse,Dispel,STMダウン,Fireball,Harm,HPリーチ,Lightning,命中低下,回避低下,Magic Arrow,Mana Drain,MPリーチ,HP,HP回復,STMリーチ,INT,LAST PARRY CHANCE,矢弾コスト,MPコスト,秘薬コスト,装備条件,幸運,瞑想可,魔道手持ち,MP,MANA PHASE,MP回復,MASSIVE,NIGHT SIGHT,PRIZED,RANDOM PROTECTION,RANDOM KILLER,RANDOM SUMMONER,麻痺カウンター,物理ダメージ反射,REPLENISH CHARGES,物理抵抗,炎抵抗,冷気抵抗,毒抵抗,エネルギー抵抗,RESONANCE,SEARING,自己修復,SOUL CHARGE,SPARKS,詠唱可,呪文ダメージ,詠唱集中,破片残留,STM,STM回復,STR,SWARM,速度増,TOXIC WEAPON,UNWIELDY,ベスト,VELOCITY,WARD REMOVAL,重量軽減,WILDFIRE REMOVAL,耐久性,装備STR,基礎ダメージ,基礎速度,基礎重量,片手,両手,基礎スキル,射程,4G,除外,略,date,url,備考,,,,,,,,,,,,,
Umbria’s Grimoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of The Undead Lords,,,,,,,,,,,,,
Umbria’s Spellbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of The Undead Lords,,,,,,,,,,,,,
Valkyrie’s Glaive,手持ち,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,5,,20,,,,,,,,,,16-20,4,,,,,10,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,[UNDEAD SLAYER],,,,,,,,,,,,,
Vampiric Essence,手持ち,,,,,,,*,,,,,,,,,,,100,,,,,,,,,50,,,,,,,,,,,,,,,,,,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,11-13,2.5,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
Veilkeeper’s Branch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,150,,,10,,,,,,,,,,,,,,,1,,,,,,,*,8,,,,,,,,,,,,,,,255/255,20,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Venom,腕輪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
Violet Courage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95,*,,,,,,,,,,,,,,14,12,12,8,9,,,,,,,,,,,,,,,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/,-,,,,,,,,,,,,,
Voice of the Fallen King,首,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,4,18,3,18,,,,,,,,,,,3,8,,,,,,,,,,255/255,20,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-doom-gauntlet/,[ARTIFACT RARITY 11],,,,,,,,,,,,,
Void Infused Kilt,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,13,12,8,9,9,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
Void Skipper’s Boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Void Touched Corselet/Cuirass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,,,,,,8,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,8,,5,,,,,,,,,,255/255,95,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown],,,,,,,,,,,,,
Void Woven Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Vorpal Blade,,,,,,,,,,,,,,,,,50,,,,50,,,,,,,40,,,5,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,10–12,2,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny,,,,,,,,,,,,,
Vortha’s Medallion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,5,,,12,20,,,,,,,3,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Wall of Hungry Mouths,盾,,,,,,,,,,,,,,,,,,,,,,,20,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
Wamap’s Bone Earrings,耳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-eodon/,[Eodon Creatures,,,,,,,,,,,,,
War Lord’s Sash (human and Gargoyle Versions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Warded Demonbone Bracers,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,*,,,,1,,,,,,,,,,9,11,8,7,9,,,,,,,,,,,,,,,,,,,,,,255/255,55,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Warden’s Armor of Augmentation,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,,,,,,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Weald Codex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,,,,,,,,,,,,,
Weeping Edge,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,255/255,20,10–12,2,7,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Whip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,1,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Krampus Encounter,,,,,,,,,,,,,
Whip,,,,,,,,,,*,,,,,,,100,,,,,,,,,,,25,,,,,,,,,50,,,,,,,,,35,100,,,30,,,81,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,20,13–17,3.25,5,*,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath],,,,,,,,,,,,,
Wildfire Bow,手持ち,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,15,,,,255/255,45,15-19,3.75,,,*,ARCHERY,10,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/,[ARCHERY +10],,,,,,,,,,,,,
Wind’s Edge,手持ち,,,,,,,,,,,,,,,,,,,,100,,,,,,,50,,10,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,255/255,10,10-13,2,,,*,MACE FIGHTING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-treasure-of-tokuno/,-,,,,,,,,,,,,,
Windsong,手持ち,,,,,,,,,,,,,,,,100,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,25,,,,255/255,45,12-16,3,,,,ARCHERY,10,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/,-,,,,,,,,,,,,,
Wing Armor of Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath],REPTILE SLAYER],,,,,,,,,,,,
Wrath Of The Dryad,手持ち,,,,,,,,,,,,,,,,,,,100,,,,,,,,40,,,,,,,,,,,,,15,,,,,,,33,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,20,15-18,3.25,,,*,MACE FIGHTING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-minor/,-,,,,,,,,,,,,,
Wyrmscale Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening],,,,,,,,,,,,,
Yukio’s Glass Earrings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Soulless Seduction and Counterfeit Commodities],,,,,,,,,,,,,
